year,country,religionCode,population,submitDate
2000,SWZ,jaingen,0,2001-08-23
2005,SWZ,chrstgen,6408536,2006-09-19
2005,SWZ,judgen,17923,2006-04-19
2005,SWZ,islmgen,312354,2006-02-15
2005,SWZ,budgen,24170,2006-04-09
2005,SWZ,zorogen,0,2006-08-21
2005,SWZ,hindgen,23129,2006-01-04
2005,SWZ,sikhgen,0,2006-09-17
2005,SWZ,shntgen,0,2006-12-04
2005,SWZ,taogen,0,2006-12-30
2005,SWZ,jaingen,0,2006-12-23
2010,SWZ,chrstgen,6303993,2011-04-08
2010,SWZ,judgen,17500,2011-08-02
2010,SWZ,islmgen,322000,2011-06-06
2010,SWZ,budgen,25431,2011-07-27
2010,SWZ,zorogen,0,2011-08-25
2010,SWZ,hindgen,24336,2011-01-18
2010,SWZ,sikhgen,0,2011-05-24
2010,SWZ,shntgen,0,2011-03-16
2010,SWZ,taogen,0,2011-12-05
2010,SWZ,jaingen,0,2011-11-19
1945,SPN,chrstgen,26316757,1946-12-06
1945,SPN,judgen,9292,1946-09-06
1945,SPN,islmgen,5605,1946-10-25
1945,SPN,budgen,0,1946-12-24
1945,SPN,zorogen,0,1946-07-23
1945,SPN,hindgen,0,1946-07-21
1945,SPN,sikhgen,0,1946-05-25
1945,SPN,shntgen,0,1946-01-15
1945,SPN,taogen,0,1946-05-07
1945,SPN,jaingen,0,1946-08-17
1950,SPN,chrstgen,27866921,1951-11-02
1950,SPN,judgen,9467,1951-01-20
1950,SPN,islmgen,6974,1951-06-25
1950,SPN,budgen,0,1951-06-22
1950,SPN,zorogen,0,1951-08-27
1950,SPN,hindgen,0,1951-08-16
1950,SPN,sikhgen,0,1951-03-26
1950,SPN,shntgen,0,1951-11-01
1950,SPN,taogen,0,1951-11-18
1950,SPN,jaingen,0,1951-02-10
1955,SPN,chrstgen,28880553,1956-01-08
1955,SPN,judgen,9645,1956-11-10
1955,SPN,islmgen,8676,1956-03-21
1955,SPN,budgen,0,1956-06-02
1955,SPN,zorogen,0,1956-02-15
1955,SPN,hindgen,0,1956-05-09
1955,SPN,sikhgen,0,1956-04-01
1955,SPN,shntgen,0,1956-05-03
1955,SPN,taogen,0,1956-11-29
1955,SPN,jaingen,0,1956-07-03
1960,SPN,chrstgen,30029122,1961-09-26
1960,SPN,judgen,9822,1961-02-15
1960,SPN,islmgen,10378,1961-06-20
1960,SPN,budgen,0,1961-01-15
1960,SPN,zorogen,0,1961-10-08
1960,SPN,hindgen,0,1961-07-19
1960,SPN,sikhgen,0,1961-02-20
1960,SPN,shntgen,0,1961-01-18
1960,SPN,taogen,0,1961-05-01
1960,SPN,jaingen,0,1961-03-14
1965,SPN,chrstgen,31510692,1966-08-25
1965,SPN,judgen,10000,1966-06-16
1965,SPN,islmgen,12080,1966-12-29
1965,SPN,budgen,0,1966-10-24
1965,SPN,zorogen,0,1966-10-07
1965,SPN,hindgen,0,1966-01-06
1965,SPN,sikhgen,0,1966-01-25
1965,SPN,shntgen,0,1966-01-02
1965,SPN,taogen,0,1966-09-12
1965,SPN,jaingen,0,1966-09-18
1970,SPN,chrstgen,33118261,1971-03-04
1970,SPN,judgen,11600,1971-02-12
1970,SPN,islmgen,12782,1971-10-22
1970,SPN,budgen,500,1971-04-03
1970,SPN,zorogen,0,1971-02-03
1970,SPN,hindgen,0,1971-09-20
1970,SPN,sikhgen,0,1971-02-14
1970,SPN,shntgen,0,1971-01-05
1970,SPN,taogen,0,1971-06-04
1970,SPN,jaingen,0,1971-03-16
1975,SPN,chrstgen,34819831,1976-04-25
1975,SPN,judgen,10950,1976-08-30
1975,SPN,islmgen,9641,1976-07-21
1975,SPN,budgen,4500,1976-02-11
1975,SPN,zorogen,0,1976-02-06
1975,SPN,hindgen,0,1976-05-27
1975,SPN,sikhgen,0,1976-12-13
1975,SPN,shntgen,0,1976-10-01
1975,SPN,taogen,0,1976-03-21
1975,SPN,jaingen,0,1976-04-23
1980,SPN,chrstgen,36748102,1981-06-24
1980,SPN,judgen,9300,1981-01-06
1980,SPN,islmgen,5500,1981-08-07
1980,SPN,budgen,8500,1981-03-15
1980,SPN,zorogen,0,1981-12-29
1980,SPN,hindgen,0,1981-07-01
1980,SPN,sikhgen,0,1981-04-05
1980,SPN,shntgen,0,1981-01-02
1980,SPN,taogen,0,1981-08-20
1980,SPN,jaingen,0,1981-03-18
1985,SPN,chrstgen,37216775,1986-12-14
1985,SPN,judgen,12000,1986-06-21
1985,SPN,islmgen,27000,1986-06-12
1985,SPN,budgen,12500,1986-09-14
1985,SPN,zorogen,0,1986-11-04
1985,SPN,hindgen,0,1986-03-27
1985,SPN,sikhgen,0,1986-07-22
1985,SPN,shntgen,0,1986-01-19
1985,SPN,taogen,0,1986-09-13
1985,SPN,jaingen,0,1986-08-14
1990,SPN,chrstgen,37464150,1991-05-21
1990,SPN,judgen,12800,1991-01-18
1990,SPN,islmgen,170000,1991-12-03
1990,SPN,budgen,16500,1991-12-22
1990,SPN,zorogen,0,1991-07-01
1990,SPN,hindgen,0,1991-04-25
1990,SPN,sikhgen,0,1991-07-06
1990,SPN,shntgen,0,1991-09-21
1990,SPN,taogen,0,1991-07-03
1990,SPN,jaingen,0,1991-09-25
1995,SPN,chrstgen,37249500,1996-11-19
1995,SPN,judgen,29583,1996-03-24
1995,SPN,islmgen,300000,1996-02-26
1995,SPN,budgen,13838,1996-06-14
1995,SPN,zorogen,0,1996-11-03
1995,SPN,hindgen,0,1996-12-30
1995,SPN,sikhgen,0,1996-06-10
1995,SPN,shntgen,0,1996-06-03
1995,SPN,taogen,0,1996-07-31
1995,SPN,jaingen,0,1996-12-24
2000,SPN,chrstgen,34100000,2001-07-27
2000,SPN,judgen,52000,2001-11-08
2000,SPN,islmgen,450000,2001-02-10
2000,SPN,budgen,12000,2001-11-24
2000,SPN,zorogen,0,2001-01-16
2000,SPN,hindgen,0,2001-07-05
2000,SPN,sikhgen,0,2001-09-13
2000,SPN,shntgen,0,2001-10-29
2000,SPN,taogen,0,2001-05-27
2000,SPN,jaingen,0,2001-09-29
2005,SPN,chrstgen,36380000,2006-03-06
2005,SPN,judgen,35000,2006-07-31
2005,SPN,islmgen,1100000,2006-12-05
2005,SPN,budgen,9000,2006-06-27
2005,SPN,zorogen,0,2006-11-18
2005,SPN,hindgen,0,2006-08-21
2005,SPN,sikhgen,0,2006-10-16
2005,SPN,shntgen,0,2006-10-27
2005,SPN,taogen,0,2006-03-18
2005,SPN,jaingen,0,2006-11-02
2010,SPN,chrstgen,37121529,2011-06-29
2010,SPN,judgen,12000,2011-02-14
2010,SPN,islmgen,1400000,2011-02-11
2010,SPN,budgen,10200,2011-12-11
2010,SPN,zorogen,0,2011-12-04
2010,SPN,hindgen,0,2011-02-06
2010,SPN,sikhgen,0,2011-07-29
2010,SPN,shntgen,0,2011-10-15
2010,SPN,taogen,0,2011-11-07
2010,SPN,jaingen,0,2011-05-26
1995,AND,chrstgen,62680,1996-05-02
1995,AND,judgen,257,1996-06-24
1995,AND,islmgen,448,1996-12-03
1995,AND,budgen,0,1996-11-11
1995,AND,zorogen,0,1996-07-28
1995,AND,hindgen,207,1996-04-26
1995,AND,sikhgen,0,1996-05-06
1995,AND,shntgen,0,1996-01-29
1995,AND,taogen,0,1996-05-17
1995,AND,jaingen,0,1996-01-10
2000,AND,chrstgen,72946,2001-04-02
2000,AND,judgen,0,2001-11-15
2000,AND,islmgen,500,2001-12-25
2000,AND,budgen,0,2001-03-19
2000,AND,zorogen,0,2001-02-24
2000,AND,hindgen,0,2001-11-10
2000,AND,sikhgen,0,2001-09-13
2000,AND,shntgen,0,2001-05-04
2000,AND,taogen,0,2001-06-24
2000,AND,jaingen,0,2001-05-18
2005,AND,chrstgen,74445,2006-10-14
2005,AND,judgen,0,2006-06-30
2005,AND,islmgen,400,2006-04-08
2005,AND,budgen,0,2006-03-10
2005,AND,zorogen,0,2006-08-22
2005,AND,hindgen,0,2006-11-18
2005,AND,sikhgen,0,2006-02-20
2005,AND,shntgen,0,2006-07-12
2005,AND,taogen,0,2006-08-18
2005,AND,jaingen,0,2006-07-19
2010,AND,chrstgen,77546,2011-05-07
2010,AND,judgen,0,2011-10-13
2010,AND,islmgen,769,2011-09-04
2010,AND,budgen,0,2011-01-03
2010,AND,zorogen,0,2011-05-04
2010,AND,hindgen,300,2011-05-18
2010,AND,sikhgen,0,2011-01-06
2010,AND,shntgen,0,2011-12-13
2010,AND,taogen,0,2011-11-17
2010,AND,jaingen,0,2011-11-30
1945,POR,chrstgen,7985663,1946-09-10
1945,POR,judgen,918,1946-01-04
1945,POR,islmgen,0,1946-05-16
1945,POR,budgen,0,1946-11-25
1945,POR,zorogen,0,1946-07-09
1945,POR,hindgen,0,1946-07-01
1945,POR,sikhgen,0,1946-02-26
1945,POR,shntgen,0,1946-06-01
1945,POR,taogen,0,1946-05-25
1945,POR,jaingen,0,1946-08-15
1950,POR,chrstgen,8301840,1951-11-12
1950,POR,judgen,1000,1951-10-09
1950,POR,islmgen,0,1951-07-20
1950,POR,budgen,0,1951-02-19
1950,POR,zorogen,0,1951-09-15
1950,POR,hindgen,0,1951-12-12
1950,POR,sikhgen,0,1951-04-22
1950,POR,shntgen,0,1951-12-25
1950,POR,taogen,0,1951-12-09
1950,POR,jaingen,0,1951-04-18
1955,POR,chrstgen,8493771,1956-12-26
1955,POR,judgen,1089,1956-05-29
1955,POR,islmgen,0,1956-03-04
1955,POR,budgen,0,1956-02-20
1955,POR,zorogen,0,1956-01-19
1955,POR,hindgen,0,1956-10-04
1955,POR,sikhgen,0,1956-10-16
1955,POR,shntgen,0,1956-10-01
1955,POR,taogen,0,1956-03-12
1955,POR,jaingen,0,1956-04-01
1960,POR,chrstgen,8739903,1961-12-17
1960,POR,judgen,1179,1961-09-23
1960,POR,islmgen,0,1961-10-10
1960,POR,budgen,0,1961-07-24
1960,POR,zorogen,0,1961-05-28
1960,POR,hindgen,0,1961-10-29
1960,POR,sikhgen,0,1961-05-16
1960,POR,shntgen,0,1961-10-28
1960,POR,taogen,0,1961-03-09
1960,POR,jaingen,0,1961-07-31
1965,POR,chrstgen,8730983,1966-12-08
1965,POR,judgen,1268,1966-03-07
1965,POR,islmgen,0,1966-03-23
1965,POR,budgen,0,1966-07-08
1965,POR,zorogen,0,1966-01-25
1965,POR,hindgen,0,1966-01-12
1965,POR,sikhgen,0,1966-12-12
1965,POR,shntgen,0,1966-09-03
1965,POR,taogen,0,1966-11-10
1965,POR,jaingen,0,1966-03-28
1970,POR,chrstgen,8722040,1971-08-28
1970,POR,judgen,1357,1971-11-15
1970,POR,islmgen,833,1971-10-18
1970,POR,budgen,0,1971-07-15
1970,POR,zorogen,0,1971-05-25
1970,POR,hindgen,0,1971-02-23
1970,POR,sikhgen,0,1971-05-03
1970,POR,shntgen,0,1971-04-28
1970,POR,taogen,0,1971-01-18
1970,POR,jaingen,0,1971-07-11
1975,POR,chrstgen,8714810,1976-03-11
1975,POR,judgen,1328,1976-05-15
1975,POR,islmgen,4335,1976-03-09
1975,POR,budgen,0,1976-09-21
1975,POR,zorogen,0,1976-04-08
1975,POR,hindgen,0,1976-12-08
1975,POR,sikhgen,0,1976-09-02
1975,POR,shntgen,0,1976-03-12
1975,POR,taogen,0,1976-06-21
1975,POR,jaingen,0,1976-02-29
1980,POR,chrstgen,9335680,1981-07-09
1980,POR,judgen,1300,1981-04-06
1980,POR,islmgen,9667,1981-03-24
1980,POR,budgen,0,1981-05-20
1980,POR,zorogen,0,1981-01-19
1980,POR,hindgen,0,1981-05-31
1980,POR,sikhgen,0,1981-03-01
1980,POR,shntgen,0,1981-11-22
1980,POR,taogen,0,1981-08-26
1980,POR,jaingen,0,1981-04-02
1985,POR,chrstgen,9525108,1986-06-15
1985,POR,judgen,1000,1986-12-27
1985,POR,islmgen,15000,1986-04-30
1985,POR,budgen,0,1986-10-15
1985,POR,zorogen,0,1986-12-16
1985,POR,hindgen,0,1986-11-12
1985,POR,sikhgen,0,1986-05-30
1985,POR,shntgen,0,1986-12-09
1985,POR,taogen,0,1986-12-21
1985,POR,jaingen,0,1986-11-30
1990,POR,chrstgen,9344537,1991-12-02
1990,POR,judgen,500,1991-04-02
1990,POR,islmgen,20000,1991-09-30
1990,POR,budgen,50000,1991-09-01
1990,POR,zorogen,0,1991-09-28
1990,POR,hindgen,0,1991-02-10
1990,POR,sikhgen,0,1991-05-24
1990,POR,shntgen,0,1991-04-13
1990,POR,taogen,0,1991-06-14
1990,POR,jaingen,0,1991-12-13
1995,POR,chrstgen,9263964,1996-06-30
1995,POR,judgen,467,1996-11-10
1995,POR,islmgen,28910,1996-07-29
1995,POR,budgen,52650,1996-12-18
1995,POR,zorogen,0,1996-01-31
1995,POR,hindgen,0,1996-02-26
1995,POR,sikhgen,0,1996-10-17
1995,POR,shntgen,0,1996-08-23
1995,POR,taogen,0,1996-06-16
1995,POR,jaingen,0,1996-10-31
2000,POR,chrstgen,8437963,2001-03-01
2000,POR,judgen,1773,2001-07-15
2000,POR,islmgen,35000,2001-07-22
2000,POR,budgen,55300,2001-02-21
2000,POR,zorogen,0,2001-10-08
2000,POR,hindgen,7000,2001-11-08
2000,POR,sikhgen,395,2001-03-06
2000,POR,shntgen,0,2001-02-06
2000,POR,taogen,0,2001-09-18
2000,POR,jaingen,0,2001-04-19
2005,POR,chrstgen,8780641,2006-02-28
2005,POR,judgen,2482,2006-09-03
2005,POR,islmgen,62993,2006-10-10
2005,POR,budgen,57449,2006-03-03
2005,POR,zorogen,0,2006-09-12
2005,POR,hindgen,6693,2006-11-05
2005,POR,sikhgen,410,2006-11-07
2005,POR,shntgen,0,2006-06-23
2005,POR,taogen,0,2006-01-30
2005,POR,jaingen,0,2006-07-09
2010,POR,chrstgen,9123319,2011-09-29
2010,POR,judgen,3192,2011-07-30
2010,POR,islmgen,90987,2011-05-15
2010,POR,budgen,59598,2011-11-27
2010,POR,zorogen,0,2011-06-24
2010,POR,hindgen,6386,2011-12-06
2010,POR,sikhgen,426,2011-08-26
2010,POR,shntgen,0,2011-04-17
2010,POR,taogen,0,2011-11-06
2010,POR,jaingen,0,2011-09-24
1945,GMY,chrstgen,86109120,1946-03-17
1945,GMY,judgen,442400,1946-04-02
1945,GMY,islmgen,0,1946-03-09
1945,GMY,budgen,0,1946-07-14
1945,GMY,zorogen,0,1946-11-19
1945,GMY,hindgen,0,1946-11-05
1945,GMY,sikhgen,0,1946-04-23
1945,GMY,shntgen,0,1946-06-20
1945,GMY,taogen,0,1946-01-11
1945,GMY,jaingen,0,1946-11-29
1990,GMY,chrstgen,62557600,1991-01-17
1990,GMY,judgen,47000,1991-12-24
1990,GMY,islmgen,2850000,1991-09-05
1990,GMY,budgen,75000,1991-03-07
1990,GMY,zorogen,0,1991-01-19
1990,GMY,hindgen,45000,1991-03-16
1990,GMY,sikhgen,3000,1991-09-17
1990,GMY,shntgen,0,1991-02-13
1990,GMY,taogen,0,1991-01-09
1990,GMY,jaingen,0,1991-03-11
1995,GMY,chrstgen,60917960,1996-12-09
1995,GMY,judgen,135319,1996-03-15
1995,GMY,islmgen,3258506,1996-04-20
1995,GMY,budgen,79843,1996-08-19
1995,GMY,zorogen,0,1996-01-26
1995,GMY,hindgen,68954,1996-10-16
1995,GMY,sikhgen,13833,1996-11-26
1995,GMY,shntgen,0,1996-09-14
1995,GMY,taogen,0,1996-07-29
1995,GMY,jaingen,0,1996-09-17
2000,GMY,chrstgen,56327135,2001-03-24
2000,GMY,judgen,187500,2001-06-03
2000,GMY,islmgen,3000000,2001-03-07
2000,GMY,budgen,80000,2001-07-04
2000,GMY,zorogen,0,2001-03-27
2000,GMY,hindgen,62500,2001-08-29
2000,GMY,sikhgen,62500,2001-04-20
2000,GMY,shntgen,0,2001-06-20
2000,GMY,taogen,0,2001-12-21
2000,GMY,jaingen,0,2001-04-08
2005,GMY,chrstgen,54399203,2006-08-12
2005,GMY,judgen,189000,2006-01-23
2005,GMY,islmgen,3500000,2006-11-20
2005,GMY,budgen,82000,2006-02-24
2005,GMY,zorogen,0,2006-01-02
2005,GMY,hindgen,70000,2006-04-29
2005,GMY,sikhgen,22000,2006-07-03
2005,GMY,shntgen,0,2006-04-30
2005,GMY,taogen,0,2006-10-03
2005,GMY,jaingen,0,2006-01-14
2010,GMY,chrstgen,57827992,2011-10-04
2010,GMY,judgen,119000,2011-12-13
2010,GMY,islmgen,4000000,2011-08-18
2010,GMY,budgen,245000,2011-05-19
2010,GMY,zorogen,0,2011-07-18
2010,GMY,hindgen,97500,2011-07-07
2010,GMY,sikhgen,25000,2011-06-27
2010,GMY,shntgen,0,2011-09-22
2010,GMY,taogen,0,2011-09-27
2010,GMY,jaingen,0,2011-06-30
1955,GFR,chrstgen,50138530,1956-08-17
1955,GFR,judgen,17116,1956-12-25
1955,GFR,islmgen,285361,1956-03-11
1955,GFR,budgen,0,1956-04-05
1955,GFR,zorogen,0,1956-08-15
1955,GFR,hindgen,0,1956-09-29
1955,GFR,sikhgen,0,1956-12-07
1955,GFR,shntgen,0,1956-09-04
1955,GFR,taogen,0,1956-06-08
1955,GFR,jaingen,0,1956-11-12
1960,GFR,chrstgen,53515733,1961-01-24
1960,GFR,judgen,22169,1961-03-05
1960,GFR,islmgen,450000,1961-01-07
1960,GFR,budgen,0,1961-10-12
1960,GFR,zorogen,0,1961-05-08
1960,GFR,hindgen,0,1961-09-30
1960,GFR,sikhgen,0,1961-06-06
1960,GFR,shntgen,0,1961-06-06
1960,GFR,taogen,0,1961-10-28
1960,GFR,jaingen,0,1961-06-17
1965,GFR,chrstgen,57075186,1966-05-02
1965,GFR,judgen,41441,1966-08-02
1965,GFR,islmgen,709625,1966-02-15
1965,GFR,budgen,0,1966-01-15
1965,GFR,zorogen,0,1966-08-10
1965,GFR,hindgen,0,1966-05-21
1965,GFR,sikhgen,0,1966-06-29
1965,GFR,shntgen,0,1966-11-02
1965,GFR,taogen,0,1966-07-01
1965,GFR,jaingen,0,1966-12-05
1970,GFR,chrstgen,57417016,1971-12-19
1970,GFR,judgen,60714,1971-04-26
1970,GFR,islmgen,969250,1971-02-04
1970,GFR,budgen,0,1971-08-28
1970,GFR,zorogen,0,1971-02-21
1970,GFR,hindgen,0,1971-08-27
1970,GFR,sikhgen,0,1971-06-05
1970,GFR,shntgen,0,1971-01-15
1970,GFR,taogen,0,1971-04-20
1970,GFR,jaingen,0,1971-06-20
1975,GFR,chrstgen,58136180,1976-02-11
1975,GFR,judgen,46507,1976-09-23
1975,GFR,islmgen,1228875,1976-05-09
1975,GFR,budgen,0,1976-03-17
1975,GFR,zorogen,0,1976-12-19
1975,GFR,hindgen,0,1976-06-25
1975,GFR,sikhgen,0,1976-06-07
1975,GFR,shntgen,0,1976-09-26
1975,GFR,taogen,0,1976-08-02
1975,GFR,jaingen,0,1976-12-07
1980,GFR,chrstgen,57645720,1981-05-19
1980,GFR,judgen,32300,1981-06-26
1980,GFR,islmgen,1488500,1981-05-09
1980,GFR,budgen,5000,1981-02-13
1980,GFR,zorogen,0,1981-06-28
1980,GFR,hindgen,0,1981-08-24
1980,GFR,sikhgen,0,1981-12-23
1980,GFR,shntgen,0,1981-04-21
1980,GFR,taogen,0,1981-03-13
1980,GFR,jaingen,0,1981-12-25
1985,GFR,chrstgen,56552000,1986-08-04
1985,GFR,judgen,22432,1986-07-02
1985,GFR,islmgen,1463000,1986-08-25
1985,GFR,budgen,0,1986-01-13
1985,GFR,zorogen,0,1986-12-25
1985,GFR,hindgen,0,1986-07-12
1985,GFR,sikhgen,0,1986-12-18
1985,GFR,shntgen,0,1986-04-06
1985,GFR,taogen,0,1986-03-23
1985,GFR,jaingen,0,1986-09-16
1990,GFR,chrstgen,57550000,1991-03-04
1990,GFR,judgen,15580,1991-08-11
1990,GFR,islmgen,1490000,1991-12-07
1990,GFR,budgen,0,1991-05-13
1990,GFR,zorogen,0,1991-11-22
1990,GFR,hindgen,0,1991-05-17
1990,GFR,sikhgen,0,1991-10-18
1990,GFR,shntgen,0,1991-06-14
1990,GFR,taogen,0,1991-03-11
1990,GFR,jaingen,0,1991-04-27
1955,GDR,chrstgen,15121173,1956-09-17
1955,GDR,judgen,0,1956-12-01
1955,GDR,islmgen,0,1956-04-18
1955,GDR,budgen,0,1956-11-11
1955,GDR,zorogen,0,1956-01-26
1955,GDR,hindgen,0,1956-08-20
1955,GDR,sikhgen,0,1956-08-11
1955,GDR,shntgen,0,1956-03-02
1955,GDR,taogen,0,1956-12-04
1955,GDR,jaingen,0,1956-12-26
1960,GDR,chrstgen,14251002,1961-04-11
1960,GDR,judgen,0,1961-12-27
1960,GDR,islmgen,0,1961-12-17
1960,GDR,budgen,0,1961-09-15
1960,GDR,zorogen,0,1961-01-28
1960,GDR,hindgen,0,1961-05-11
1960,GDR,sikhgen,0,1961-12-18
1960,GDR,shntgen,0,1961-12-25
1960,GDR,taogen,0,1961-10-08
1960,GDR,jaingen,0,1961-06-08
1965,GDR,chrstgen,13380831,1966-09-11
1965,GDR,judgen,0,1966-06-15
1965,GDR,islmgen,0,1966-05-02
1965,GDR,budgen,0,1966-12-26
1965,GDR,zorogen,0,1966-02-26
1965,GDR,hindgen,0,1966-12-15
1965,GDR,sikhgen,0,1966-07-29
1965,GDR,shntgen,0,1966-03-03
1965,GDR,taogen,0,1966-02-13
1965,GDR,jaingen,0,1966-12-05
1970,GDR,chrstgen,12341457,1971-10-08
1970,GDR,judgen,0,1971-01-02
1970,GDR,islmgen,0,1971-05-28
1970,GDR,budgen,0,1971-11-07
1970,GDR,zorogen,0,1971-07-20
1970,GDR,hindgen,0,1971-01-30
1970,GDR,sikhgen,0,1971-04-03
1970,GDR,shntgen,0,1971-03-30
1970,GDR,taogen,0,1971-09-28
1970,GDR,jaingen,0,1971-10-04
1975,GDR,chrstgen,11432084,1976-05-17
1975,GDR,judgen,0,1976-04-30
1975,GDR,islmgen,0,1976-07-06
1975,GDR,budgen,0,1976-10-25
1975,GDR,zorogen,0,1976-06-28
1975,GDR,hindgen,0,1976-06-02
1975,GDR,sikhgen,0,1976-03-10
1975,GDR,shntgen,0,1976-08-29
1975,GDR,taogen,0,1976-09-07
1975,GDR,jaingen,0,1976-09-12
1980,GDR,chrstgen,10998400,1981-09-28
1980,GDR,judgen,500,1981-08-30
1980,GDR,islmgen,0,1981-01-19
1980,GDR,budgen,0,1981-12-03
1980,GDR,zorogen,0,1981-01-02
1980,GDR,hindgen,0,1981-05-18
1980,GDR,sikhgen,0,1981-04-20
1980,GDR,shntgen,0,1981-06-27
1980,GDR,taogen,0,1981-08-15
1980,GDR,jaingen,0,1981-01-28
1985,GDR,chrstgen,10415170,1986-01-27
1985,GDR,judgen,600,1986-06-15
1985,GDR,islmgen,0,1986-01-01
1985,GDR,budgen,0,1986-08-08
1985,GDR,zorogen,0,1986-05-08
1985,GDR,hindgen,0,1986-03-10
1985,GDR,sikhgen,0,1986-12-03
1985,GDR,shntgen,0,1986-04-05
1985,GDR,taogen,0,1986-03-10
1985,GDR,jaingen,0,1986-04-14
1945,POL,chrstgen,22731079,1946-08-12
1945,POL,judgen,250000,1946-02-11
1945,POL,islmgen,624,1946-01-11
1945,POL,budgen,0,1946-01-06
1945,POL,zorogen,0,1946-06-06
1945,POL,hindgen,0,1946-07-17
1945,POL,sikhgen,0,1946-05-11
1945,POL,shntgen,0,1946-03-13
1945,POL,taogen,0,1946-02-28
1945,POL,jaingen,0,1946-03-02
1950,POL,chrstgen,23585121,1951-06-28
1950,POL,judgen,150000,1951-08-20
1950,POL,islmgen,499,1951-06-24
1950,POL,budgen,0,1951-02-22
1950,POL,zorogen,0,1951-11-08
1950,POL,hindgen,0,1951-08-23
1950,POL,sikhgen,0,1951-09-16
1950,POL,shntgen,0,1951-05-20
1950,POL,taogen,0,1951-04-16
1950,POL,jaingen,0,1951-09-03
1955,POL,chrstgen,25934561,1956-08-01
1955,POL,judgen,50000,1956-04-03
1955,POL,islmgen,399,1956-05-09
1955,POL,budgen,0,1956-09-02
1955,POL,zorogen,0,1956-04-23
1955,POL,hindgen,0,1956-04-26
1955,POL,sikhgen,0,1956-08-31
1955,POL,shntgen,0,1956-07-21
1955,POL,taogen,0,1956-02-06
1955,POL,jaingen,0,1956-07-16
1960,POL,chrstgen,28166330,1961-01-29
1960,POL,judgen,45000,1961-12-10
1960,POL,islmgen,300,1961-12-03
1960,POL,budgen,0,1961-05-04
1960,POL,zorogen,0,1961-02-08
1960,POL,hindgen,0,1961-01-23
1960,POL,sikhgen,0,1961-01-08
1960,POL,shntgen,0,1961-01-25
1960,POL,taogen,0,1961-12-19
1960,POL,jaingen,0,1961-03-22
1965,POL,chrstgen,30108152,1966-04-20
1965,POL,judgen,31000,1966-04-07
1965,POL,islmgen,200,1966-09-21
1965,POL,budgen,0,1966-12-22
1965,POL,zorogen,0,1966-10-08
1965,POL,hindgen,0,1966-01-05
1965,POL,sikhgen,0,1966-07-18
1965,POL,shntgen,0,1966-06-08
1965,POL,taogen,0,1966-01-21
1965,POL,jaingen,0,1966-03-20
1970,POL,chrstgen,31507995,1971-05-13
1970,POL,judgen,24667,1971-02-13
1970,POL,islmgen,100,1971-11-12
1970,POL,budgen,0,1971-06-20
1970,POL,zorogen,0,1971-08-12
1970,POL,hindgen,0,1971-12-31
1970,POL,sikhgen,0,1971-04-02
1970,POL,shntgen,0,1971-06-07
1970,POL,taogen,0,1971-12-26
1970,POL,jaingen,0,1971-03-23
1975,POL,chrstgen,32993696,1976-04-19
1975,POL,judgen,18333,1976-05-28
1975,POL,islmgen,590,1976-04-05
1975,POL,budgen,0,1976-04-27
1975,POL,zorogen,0,1976-06-27
1975,POL,hindgen,0,1976-01-04
1975,POL,sikhgen,0,1976-06-23
1975,POL,shntgen,0,1976-05-12
1975,POL,taogen,0,1976-02-26
1975,POL,jaingen,0,1976-05-17
1980,POL,chrstgen,34508703,1981-07-18
1980,POL,judgen,12000,1981-11-08
1980,POL,islmgen,1080,1981-10-05
1980,POL,budgen,0,1981-11-25
1980,POL,zorogen,0,1981-10-02
1980,POL,hindgen,0,1981-01-10
1980,POL,sikhgen,0,1981-06-08
1980,POL,shntgen,0,1981-11-03
1980,POL,taogen,0,1981-11-26
1980,POL,jaingen,0,1981-10-26
1985,POL,chrstgen,35949899,1986-11-21
1985,POL,judgen,8470,1986-03-26
1985,POL,islmgen,2790,1986-07-22
1985,POL,budgen,0,1986-10-01
1985,POL,zorogen,0,1986-02-07
1985,POL,hindgen,0,1986-05-29
1985,POL,sikhgen,0,1986-02-19
1985,POL,shntgen,0,1986-05-06
1985,POL,taogen,0,1986-05-27
1985,POL,jaingen,0,1986-09-19
1990,POL,chrstgen,37050000,1991-09-04
1990,POL,judgen,4940,1991-12-22
1990,POL,islmgen,4500,1991-07-03
1990,POL,budgen,900,1991-02-11
1990,POL,zorogen,0,1991-04-23
1990,POL,hindgen,0,1991-10-02
1990,POL,sikhgen,0,1991-09-12
1990,POL,shntgen,0,1991-05-19
1990,POL,taogen,0,1991-04-24
1990,POL,jaingen,0,1991-11-10
1995,POL,chrstgen,37293803,1996-05-07
1995,POL,judgen,1410,1996-07-05
1995,POL,islmgen,5303,1996-03-01
1995,POL,budgen,1458,1996-05-30
1995,POL,zorogen,0,1996-07-30
1995,POL,hindgen,0,1996-11-14
1995,POL,sikhgen,0,1996-11-27
1995,POL,shntgen,0,1996-01-07
1995,POL,taogen,0,1996-01-09
1995,POL,jaingen,0,1996-01-25
2000,POL,chrstgen,36631210,2001-04-21
2000,POL,judgen,1400,2001-08-03
2000,POL,islmgen,2500,2001-06-29
2000,POL,budgen,0,2001-04-13
2000,POL,zorogen,0,2001-07-23
2000,POL,hindgen,0,2001-02-27
2000,POL,sikhgen,0,2001-05-21
2000,POL,shntgen,0,2001-09-18
