year,country,religionCode,population,submitDate
1965,NIC,taogen,0,1966-12-30
1965,NIC,jaingen,0,1966-05-31
1970,NIC,chrstgen,1902333,1971-10-16
1970,NIC,judgen,200,1971-06-21
1970,NIC,islmgen,0,1971-01-01
1970,NIC,budgen,1000,1971-07-22
1970,NIC,zorogen,0,1971-10-21
1970,NIC,hindgen,0,1971-06-12
1970,NIC,sikhgen,0,1971-06-27
1970,NIC,shntgen,0,1971-12-06
1970,NIC,taogen,1000,1971-12-07
1970,NIC,jaingen,0,1971-08-05
1975,NIC,chrstgen,2268816,1976-07-07
1975,NIC,judgen,200,1976-05-04
1975,NIC,islmgen,0,1976-07-11
1975,NIC,budgen,1000,1976-05-02
1975,NIC,zorogen,0,1976-01-22
1975,NIC,hindgen,0,1976-10-16
1975,NIC,sikhgen,0,1976-11-05
1975,NIC,shntgen,0,1976-02-19
1975,NIC,taogen,900,1976-05-29
1975,NIC,jaingen,0,1976-09-24
1980,NIC,chrstgen,2635300,1981-12-30
1980,NIC,judgen,200,1981-03-15
1980,NIC,islmgen,0,1981-02-03
1980,NIC,budgen,1000,1981-10-26
1980,NIC,zorogen,0,1981-06-08
1980,NIC,hindgen,0,1981-06-14
1980,NIC,sikhgen,0,1981-05-25
1980,NIC,shntgen,0,1981-12-25
1980,NIC,taogen,800,1981-05-20
1980,NIC,jaingen,0,1981-03-19
1985,NIC,chrstgen,3224000,1986-06-17
1985,NIC,judgen,0,1986-03-03
1985,NIC,islmgen,0,1986-08-16
1985,NIC,budgen,0,1986-05-20
1985,NIC,zorogen,0,1986-02-03
1985,NIC,hindgen,0,1986-01-13
1985,NIC,sikhgen,0,1986-08-05
1985,NIC,shntgen,0,1986-06-19
1985,NIC,taogen,0,1986-12-12
1985,NIC,jaingen,0,1986-02-17
1990,NIC,chrstgen,3716900,1991-09-12
1990,NIC,judgen,400,1991-10-09
1990,NIC,islmgen,710,1991-11-12
1990,NIC,budgen,4200,1991-05-30
1990,NIC,zorogen,0,1991-03-03
1990,NIC,hindgen,0,1991-03-12
1990,NIC,sikhgen,0,1991-07-23
1990,NIC,shntgen,0,1991-05-31
1990,NIC,taogen,1700,1991-03-04
1990,NIC,jaingen,0,1991-08-09
1995,NIC,chrstgen,4307600,1996-12-16
1995,NIC,judgen,248,1996-04-18
1995,NIC,islmgen,786,1996-02-27
1995,NIC,budgen,5017,1996-12-22
1995,NIC,zorogen,0,1996-05-14
1995,NIC,hindgen,0,1996-04-11
1995,NIC,sikhgen,0,1996-02-02
1995,NIC,shntgen,0,1996-03-24
1995,NIC,taogen,1991,1996-07-02
1995,NIC,jaingen,0,1996-09-17
2000,NIC,chrstgen,4898300,2001-06-20
2000,NIC,judgen,497,2001-11-22
2000,NIC,islmgen,863,2001-06-03
2000,NIC,budgen,5835,2001-06-20
2000,NIC,zorogen,0,2001-11-22
2000,NIC,hindgen,0,2001-09-26
2000,NIC,sikhgen,0,2001-09-02
2000,NIC,shntgen,0,2001-02-11
2000,NIC,taogen,2283,2001-05-16
2000,NIC,jaingen,0,2001-01-03
2005,NIC,chrstgen,4907725,2006-04-19
2005,NIC,judgen,0,2006-05-20
2005,NIC,islmgen,1500,2006-01-19
2005,NIC,budgen,0,2006-08-20
2005,NIC,zorogen,0,2006-09-15
2005,NIC,hindgen,0,2006-10-24
2005,NIC,sikhgen,0,2006-10-11
2005,NIC,shntgen,0,2006-12-14
2005,NIC,taogen,0,2006-08-04
2005,NIC,jaingen,0,2006-01-21
2010,NIC,chrstgen,5242544,2011-05-29
2010,NIC,judgen,0,2011-12-30
2010,NIC,islmgen,1602,2011-04-20
2010,NIC,budgen,0,2011-10-03
2010,NIC,zorogen,0,2011-07-31
2010,NIC,hindgen,0,2011-05-15
2010,NIC,sikhgen,0,2011-12-07
2010,NIC,shntgen,0,2011-07-09
2010,NIC,taogen,0,2011-07-08
2010,NIC,jaingen,0,2011-06-14
1945,COS,chrstgen,680000,1946-10-24
1945,COS,judgen,0,1946-02-14
1945,COS,islmgen,0,1946-02-10
1945,COS,budgen,0,1946-06-01
1945,COS,zorogen,0,1946-09-17
1945,COS,hindgen,0,1946-04-29
1945,COS,sikhgen,0,1946-06-05
1945,COS,shntgen,0,1946-07-22
1945,COS,taogen,0,1946-06-10
1945,COS,jaingen,0,1946-05-27
1950,COS,chrstgen,773000,1951-10-22
1950,COS,judgen,0,1951-11-04
1950,COS,islmgen,0,1951-09-02
1950,COS,budgen,0,1951-11-07
1950,COS,zorogen,0,1951-08-16
1950,COS,hindgen,0,1951-10-24
1950,COS,sikhgen,0,1951-06-06
1950,COS,shntgen,0,1951-04-25
1950,COS,taogen,0,1951-07-20
1950,COS,jaingen,0,1951-07-30
1955,COS,chrstgen,985500,1956-06-27
1955,COS,judgen,0,1956-12-02
1955,COS,islmgen,0,1956-04-22
1955,COS,budgen,0,1956-12-19
1955,COS,zorogen,0,1956-09-17
1955,COS,hindgen,0,1956-03-26
1955,COS,sikhgen,0,1956-03-11
1955,COS,shntgen,0,1956-01-18
1955,COS,taogen,0,1956-09-03
1955,COS,jaingen,0,1956-07-22
1960,COS,chrstgen,1198000,1961-07-09
1960,COS,judgen,0,1961-03-29
1960,COS,islmgen,0,1961-12-14
1960,COS,budgen,0,1961-05-05
1960,COS,zorogen,0,1961-04-20
1960,COS,hindgen,0,1961-09-30
1960,COS,sikhgen,0,1961-01-14
1960,COS,shntgen,0,1961-12-11
1960,COS,taogen,0,1961-05-07
1960,COS,jaingen,0,1961-02-21
1965,COS,chrstgen,1236000,1966-09-08
1965,COS,judgen,0,1966-04-05
1965,COS,islmgen,0,1966-09-22
1965,COS,budgen,0,1966-04-09
1965,COS,zorogen,0,1966-02-18
1965,COS,hindgen,0,1966-12-13
1965,COS,sikhgen,0,1966-05-12
1965,COS,shntgen,0,1966-06-21
1965,COS,taogen,0,1966-05-08
1965,COS,jaingen,0,1966-01-09
1970,COS,chrstgen,1651066,1971-09-09
1970,COS,judgen,1500,1971-02-06
1970,COS,islmgen,0,1971-03-07
1970,COS,budgen,2000,1971-01-31
1970,COS,zorogen,0,1971-10-05
1970,COS,hindgen,0,1971-02-03
1970,COS,sikhgen,0,1971-12-03
1970,COS,shntgen,0,1971-03-20
1970,COS,taogen,5000,1971-02-01
1970,COS,jaingen,0,1971-04-23
1975,COS,chrstgen,1927108,1976-12-23
1975,COS,judgen,1740,1976-11-02
1975,COS,islmgen,0,1976-05-22
1975,COS,budgen,2200,1976-08-29
1975,COS,zorogen,0,1976-03-29
1975,COS,hindgen,0,1976-05-14
1975,COS,sikhgen,0,1976-07-24
1975,COS,shntgen,0,1976-05-10
1975,COS,taogen,5300,1976-03-10
1975,COS,jaingen,0,1976-04-30
1980,COS,chrstgen,2205650,1981-02-17
1980,COS,judgen,1980,1981-10-18
1980,COS,islmgen,0,1981-11-10
1980,COS,budgen,2400,1981-10-15
1980,COS,zorogen,0,1981-08-11
1980,COS,hindgen,0,1981-10-06
1980,COS,sikhgen,0,1981-08-18
1980,COS,shntgen,0,1981-01-11
1980,COS,taogen,5600,1981-12-30
1980,COS,jaingen,0,1981-11-29
1985,COS,chrstgen,2498000,1986-05-12
1985,COS,judgen,2500,1986-04-08
1985,COS,islmgen,0,1986-04-09
1985,COS,budgen,0,1986-05-22
1985,COS,zorogen,0,1986-09-14
1985,COS,hindgen,0,1986-10-10
1985,COS,sikhgen,0,1986-02-08
1985,COS,shntgen,0,1986-07-14
1985,COS,taogen,0,1986-03-06
1985,COS,jaingen,0,1986-12-09
1990,COS,chrstgen,2620600,1991-07-30
1990,COS,judgen,3800,1991-07-30
1990,COS,islmgen,0,1991-12-25
1990,COS,budgen,2000,1991-03-09
1990,COS,zorogen,0,1991-02-02
1990,COS,hindgen,80,1991-02-19
1990,COS,sikhgen,0,1991-05-30
1990,COS,shntgen,0,1991-08-14
1990,COS,taogen,0,1991-04-11
1990,COS,jaingen,0,1991-06-19
1995,COS,chrstgen,3097950,1996-12-20
1995,COS,judgen,4170,1996-08-07
1995,COS,islmgen,0,1996-04-01
1995,COS,budgen,2171,1996-03-09
1995,COS,zorogen,0,1996-02-02
1995,COS,hindgen,100,1996-03-01
1995,COS,sikhgen,0,1996-03-23
1995,COS,shntgen,0,1996-09-22
1995,COS,taogen,0,1996-07-22
1995,COS,jaingen,0,1996-06-25
2000,COS,chrstgen,3771380,2001-12-08
2000,COS,judgen,4540,2001-05-23
2000,COS,islmgen,0,2001-11-13
2000,COS,budgen,2343,2001-12-16
2000,COS,zorogen,0,2001-08-21
2000,COS,hindgen,121,2001-01-28
2000,COS,sikhgen,0,2001-10-18
2000,COS,shntgen,0,2001-11-18
2000,COS,taogen,0,2001-02-16
2000,COS,jaingen,0,2001-07-31
2005,COS,chrstgen,4057108,2006-03-03
2005,COS,judgen,2687,2006-05-25
2005,COS,islmgen,0,2006-03-31
2005,COS,budgen,1135,2006-04-05
2005,COS,zorogen,0,2006-10-13
2005,COS,hindgen,519,2006-01-21
2005,COS,sikhgen,0,2006-10-03
2005,COS,shntgen,0,2006-05-13
2005,COS,taogen,0,2006-06-19
2005,COS,jaingen,0,2006-08-10
2010,COS,chrstgen,3925741,2011-07-03
2010,COS,judgen,3800,2011-10-19
2010,COS,islmgen,0,2011-03-21
2010,COS,budgen,1200,2011-05-13
2010,COS,zorogen,0,2011-04-29
2010,COS,hindgen,558,2011-01-19
2010,COS,sikhgen,0,2011-10-02
2010,COS,shntgen,0,2011-05-01
2010,COS,taogen,0,2011-10-16
2010,COS,jaingen,0,2011-04-07
1945,PAN,chrstgen,700400,1946-07-29
1945,PAN,judgen,0,1946-07-12
1945,PAN,islmgen,0,1946-01-03
1945,PAN,budgen,0,1946-05-14
1945,PAN,zorogen,0,1946-06-09
1945,PAN,hindgen,0,1946-06-11
1945,PAN,sikhgen,0,1946-08-28
1945,PAN,shntgen,0,1946-03-13
1945,PAN,taogen,0,1946-05-20
1945,PAN,jaingen,0,1946-02-10
1950,PAN,chrstgen,787000,1951-11-16
1950,PAN,judgen,0,1951-03-05
1950,PAN,islmgen,0,1951-11-11
1950,PAN,budgen,0,1951-07-26
1950,PAN,zorogen,0,1951-07-02
1950,PAN,hindgen,0,1951-07-02
1950,PAN,sikhgen,0,1951-11-08
1950,PAN,shntgen,0,1951-09-01
1950,PAN,taogen,0,1951-05-02
1950,PAN,jaingen,0,1951-07-15
1955,PAN,chrstgen,936540,1956-04-10
1955,PAN,judgen,0,1956-04-04
1955,PAN,islmgen,0,1956-08-13
1955,PAN,budgen,0,1956-03-26
1955,PAN,zorogen,0,1956-12-07
1955,PAN,hindgen,0,1956-02-13
1955,PAN,sikhgen,0,1956-11-03
1955,PAN,shntgen,0,1956-02-02
1955,PAN,taogen,0,1956-09-20
1955,PAN,jaingen,0,1956-10-21
1960,PAN,chrstgen,1113440,1961-09-04
1960,PAN,judgen,0,1961-10-02
1960,PAN,islmgen,0,1961-10-14
1960,PAN,budgen,0,1961-04-08
1960,PAN,zorogen,0,1961-06-23
1960,PAN,hindgen,0,1961-09-16
1960,PAN,sikhgen,0,1961-10-25
1960,PAN,shntgen,0,1961-09-29
1960,PAN,taogen,0,1961-03-03
1960,PAN,jaingen,0,1961-04-26
1965,PAN,chrstgen,1256930,1966-09-12
1965,PAN,judgen,1000,1966-11-28
1965,PAN,islmgen,30000,1966-12-17
1965,PAN,budgen,750,1966-02-08
1965,PAN,zorogen,0,1966-04-20
1965,PAN,hindgen,2000,1966-03-28
1965,PAN,sikhgen,0,1966-11-20
1965,PAN,shntgen,0,1966-07-02
1965,PAN,taogen,0,1966-06-27
1965,PAN,jaingen,0,1966-01-09
1970,PAN,chrstgen,1415422,1971-11-05
1970,PAN,judgen,2000,1971-06-07
1970,PAN,islmgen,55000,1971-05-15
1970,PAN,budgen,1500,1971-03-10
1970,PAN,zorogen,0,1971-06-02
1970,PAN,hindgen,0,1971-07-12
1970,PAN,sikhgen,0,1971-07-26
1970,PAN,shntgen,0,1971-03-16
1970,PAN,taogen,0,1971-11-02
1970,PAN,jaingen,0,1971-12-03
1975,PAN,chrstgen,1605770,1976-01-23
1975,PAN,judgen,1000,1976-04-07
1975,PAN,islmgen,0,1976-05-07
1975,PAN,budgen,0,1976-08-05
1975,PAN,zorogen,0,1976-03-11
1975,PAN,hindgen,0,1976-07-26
1975,PAN,sikhgen,0,1976-11-13
1975,PAN,shntgen,0,1976-07-15
1975,PAN,taogen,0,1976-11-16
1975,PAN,jaingen,0,1976-04-07
1980,PAN,chrstgen,1877766,1981-04-06
1980,PAN,judgen,866,1981-01-22
1980,PAN,islmgen,28666,1981-12-07
1980,PAN,budgen,1666,1981-10-14
1980,PAN,zorogen,0,1981-02-09
1980,PAN,hindgen,4333,1981-05-29
1980,PAN,sikhgen,0,1981-11-02
1980,PAN,shntgen,0,1981-05-28
1980,PAN,taogen,1166,1981-10-03
1980,PAN,jaingen,0,1981-01-26
1985,PAN,chrstgen,2063280,1986-11-17
1985,PAN,judgen,0,1986-10-10
1985,PAN,islmgen,0,1986-08-04
1985,PAN,budgen,0,1986-01-14
1985,PAN,zorogen,0,1986-01-04
1985,PAN,hindgen,0,1986-03-31
1985,PAN,sikhgen,0,1986-03-03
1985,PAN,shntgen,0,1986-08-27
1985,PAN,taogen,0,1986-01-23
1985,PAN,jaingen,0,1986-03-13
1990,PAN,chrstgen,2292500,1991-01-11
1990,PAN,judgen,1133,1991-10-31
1990,PAN,islmgen,35000,1991-10-15
1990,PAN,budgen,12200,1991-10-22
1990,PAN,zorogen,0,1991-09-26
1990,PAN,hindgen,2666,1991-02-03
1990,PAN,sikhgen,0,1991-08-14
1990,PAN,shntgen,0,1991-12-20
1990,PAN,taogen,1200,1991-08-03
1990,PAN,jaingen,0,1991-05-24
1995,PAN,chrstgen,2552070,1996-08-25
1995,PAN,judgen,3400,1996-09-22
1995,PAN,islmgen,11666,1996-05-10
1995,PAN,budgen,0,1996-04-19
1995,PAN,zorogen,0,1996-10-10
1995,PAN,hindgen,0,1996-03-16
1995,PAN,sikhgen,0,1996-01-09
1995,PAN,shntgen,0,1996-12-29
1995,PAN,taogen,0,1996-11-23
1995,PAN,jaingen,0,1996-01-09
2000,PAN,chrstgen,2773500,2001-01-12
2000,PAN,judgen,3778,2001-08-06
2000,PAN,islmgen,12655,2001-08-09
2000,PAN,budgen,2033,2001-01-08
2000,PAN,zorogen,0,2001-06-29
2000,PAN,hindgen,9138,2001-05-25
2000,PAN,sikhgen,0,2001-04-05
2000,PAN,shntgen,0,2001-03-01
2000,PAN,taogen,0,2001-10-11
2000,PAN,jaingen,0,2001-04-26
2005,PAN,chrstgen,3161160,2006-08-16
2005,PAN,judgen,5000,2006-08-17
2005,PAN,islmgen,10000,2006-03-05
2005,PAN,budgen,12315,2006-07-31
2005,PAN,zorogen,0,2006-03-29
2005,PAN,hindgen,450,2006-12-12
2005,PAN,sikhgen,112,2006-11-10
2005,PAN,shntgen,0,2006-01-17
2005,PAN,taogen,0,2006-08-30
2005,PAN,jaingen,0,2006-07-10
2010,PAN,chrstgen,4166894,2011-06-22
2010,PAN,judgen,6590,2011-07-14
2010,PAN,islmgen,13181,2011-01-29
2010,PAN,budgen,16233,2011-11-21
2010,PAN,zorogen,0,2011-11-26
2010,PAN,hindgen,593,2011-02-23
2010,PAN,sikhgen,148,2011-01-12
2010,PAN,shntgen,0,2011-11-05
2010,PAN,taogen,0,2011-07-16
2010,PAN,jaingen,0,2011-03-09
1945,COL,chrstgen,9293000,1946-04-03
1945,COL,judgen,0,1946-03-27
1945,COL,islmgen,0,1946-06-10
1945,COL,budgen,0,1946-02-07
1945,COL,zorogen,0,1946-10-04
1945,COL,hindgen,0,1946-09-04
1945,COL,sikhgen,0,1946-05-26
1945,COL,shntgen,0,1946-05-29
1945,COL,taogen,0,1946-09-02
1945,COL,jaingen,0,1946-12-24
1950,COL,chrstgen,10487280,1951-04-18
1950,COL,judgen,0,1951-10-27
1950,COL,islmgen,0,1951-08-08
1950,COL,budgen,0,1951-07-08
1950,COL,zorogen,0,1951-10-31
1950,COL,hindgen,0,1951-10-29
1950,COL,sikhgen,0,1951-01-31
1950,COL,shntgen,0,1951-06-15
1950,COL,taogen,0,1951-05-29
1950,COL,jaingen,0,1951-04-02
1955,COL,chrstgen,12698715,1956-06-29
1955,COL,judgen,12500,1956-07-09
1955,COL,islmgen,0,1956-08-25
1955,COL,budgen,0,1956-07-11
1955,COL,zorogen,0,1956-08-20
1955,COL,hindgen,0,1956-08-18
1955,COL,sikhgen,0,1956-09-04
1955,COL,shntgen,0,1956-07-04
1955,COL,taogen,0,1956-03-27
1955,COL,jaingen,0,1956-06-06
1960,COL,chrstgen,15020452,1961-11-25
1960,COL,judgen,8333,1961-07-25
1960,COL,islmgen,0,1961-04-22
1960,COL,budgen,0,1961-07-14
1960,COL,zorogen,0,1961-07-04
1960,COL,hindgen,0,1961-06-20
1960,COL,sikhgen,0,1961-11-24
1960,COL,shntgen,0,1961-12-28
1960,COL,taogen,0,1961-10-27
1960,COL,jaingen,0,1961-09-21
1965,COL,chrstgen,17546120,1966-01-11
1965,COL,judgen,0,1966-10-24
1965,COL,islmgen,0,1966-12-27
1965,COL,budgen,0,1966-03-02
1965,COL,zorogen,0,1966-01-15
1965,COL,hindgen,0,1966-09-03
1965,COL,sikhgen,0,1966-01-24
1965,COL,shntgen,0,1966-01-31
1965,COL,taogen,0,1966-04-05
1965,COL,jaingen,0,1966-11-30
1970,COL,chrstgen,20203471,1971-01-28
1970,COL,judgen,17313,1971-08-02
1970,COL,islmgen,24016,1971-12-23
1970,COL,budgen,481,1971-02-15
1970,COL,zorogen,0,1971-09-24
1970,COL,hindgen,0,1971-12-25
1970,COL,sikhgen,0,1971-01-19
1970,COL,shntgen,0,1971-09-16
1970,COL,taogen,0,1971-05-02
1970,COL,jaingen,0,1971-01-15
1975,COL,chrstgen,22761920,1976-12-13
1975,COL,judgen,12000,1976-05-30
1975,COL,islmgen,0,1976-02-06
1975,COL,budgen,0,1976-06-16
1975,COL,zorogen,0,1976-09-04
1975,COL,hindgen,0,1976-12-25
1975,COL,sikhgen,0,1976-08-31
1975,COL,shntgen,0,1976-03-08
1975,COL,taogen,0,1976-05-06
1975,COL,jaingen,0,1976-06-05
1980,COL,chrstgen,24946450,1981-03-07
1980,COL,judgen,6850,1981-01-27
1980,COL,islmgen,34000,1981-03-16
1980,COL,budgen,600,1981-06-25
1980,COL,zorogen,0,1981-10-18
1980,COL,hindgen,3000,1981-05-18
1980,COL,sikhgen,0,1981-11-17
1980,COL,shntgen,0,1981-05-29
1980,COL,taogen,0,1981-06-15
1980,COL,jaingen,0,1981-06-09
1985,COL,chrstgen,28286950,1986-07-13
1985,COL,judgen,7000,1986-02-04
1985,COL,islmgen,0,1986-01-31
1985,COL,budgen,0,1986-09-16
1985,COL,zorogen,0,1986-12-24
1985,COL,hindgen,0,1986-11-03
1985,COL,sikhgen,0,1986-12-08
1985,COL,shntgen,0,1987-01-01
1985,COL,taogen,0,1986-01-04
1985,COL,jaingen,0,1986-01-26
1990,COL,chrstgen,30980000,1991-03-16
1990,COL,judgen,8750,1991-06-03
1990,COL,islmgen,20000,1991-11-08
1990,COL,budgen,1300,1991-02-21
1990,COL,zorogen,0,1991-06-11
1990,COL,hindgen,8000,1991-10-14
1990,COL,sikhgen,0,1991-02-05
1990,COL,shntgen,0,1991-07-13
1990,COL,taogen,0,1991-07-26
1990,COL,jaingen,0,1991-02-18
1995,COL,chrstgen,33756907,1996-01-05
1995,COL,judgen,6500,1996-07-22
1995,COL,islmgen,0,1996-10-05
1995,COL,budgen,0,1996-11-10
1995,COL,zorogen,0,1996-04-20
1995,COL,hindgen,0,1996-05-15
1995,COL,sikhgen,0,1996-05-19
1995,COL,shntgen,0,1996-07-20
1995,COL,taogen,0,1996-02-24
1995,COL,jaingen,0,1996-08-16
2000,COL,chrstgen,39996945,2001-05-20
2000,COL,judgen,7500,2001-01-10
2000,COL,islmgen,32248,2001-07-18
2000,COL,budgen,1124,2001-08-06
2000,COL,zorogen,0,2001-01-30
2000,COL,hindgen,6832,2001-09-07
2000,COL,sikhgen,0,2001-03-30
2000,COL,shntgen,0,2001-02-28
2000,COL,taogen,0,2001-12-15
2000,COL,jaingen,0,2001-12-10
2005,COL,chrstgen,41606496,2006-09-09
2005,COL,judgen,7500,2006-07-04
2005,COL,islmgen,25700,2006-10-19
2005,COL,budgen,1500,2006-02-21
2005,COL,zorogen,0,2006-03-27
2005,COL,hindgen,7500,2006-05-11
2005,COL,sikhgen,0,2006-08-14
2005,COL,shntgen,0,2006-03-29
2005,COL,taogen,0,2006-09-11
2005,COL,jaingen,0,2006-08-13
2010,COL,chrstgen,44910647,2011-04-24
2010,COL,judgen,8095,2011-03-07
2010,COL,islmgen,27740,2011-12-10
2010,COL,budgen,1619,2011-03-31
2010,COL,zorogen,0,2011-04-14
2010,COL,hindgen,8095,2011-08-16
2010,COL,sikhgen,0,2011-05-23
2010,COL,shntgen,0,2011-12-09
2010,COL,taogen,0,2011-08-02
2010,COL,jaingen,0,2011-06-11
1945,VEN,chrstgen,3710000,1946-12-25
1945,VEN,judgen,0,1946-11-04
1945,VEN,islmgen,0,1946-08-01
1945,VEN,budgen,0,1946-10-08
1945,VEN,zorogen,0,1946-03-08
1945,VEN,hindgen,0,1946-05-06
1945,VEN,sikhgen,0,1946-07-13
1945,VEN,shntgen,0,1946-06-22
1945,VEN,taogen,0,1946-10-05
1945,VEN,jaingen,0,1946-12-27
1950,VEN,chrstgen,4466000,1951-03-13
1950,VEN,judgen,0,1951-06-25
1950,VEN,islmgen,0,1951-11-13
1950,VEN,budgen,0,1951-08-07
1950,VEN,zorogen,0,1951-04-24
1950,VEN,hindgen,0,1951-07-09
1950,VEN,sikhgen,0,1951-08-18
1950,VEN,shntgen,0,1951-11-25
1950,VEN,taogen,0,1951-10-15
1950,VEN,jaingen,0,1951-12-06
1955,VEN,chrstgen,5662283,1956-10-20
1955,VEN,judgen,0,1956-04-15
1955,VEN,islmgen,0,1956-06-26
1955,VEN,budgen,0,1956-04-19
1955,VEN,zorogen,0,1956-06-16
1955,VEN,hindgen,0,1956-01-07
1955,VEN,sikhgen,0,1956-12-04
1955,VEN,shntgen,0,1956-09-12
1955,VEN,taogen,0,1956-09-26
1955,VEN,jaingen,0,1956-07-13
1960,VEN,chrstgen,6855000,1961-03-13
1960,VEN,judgen,0,1961-10-08
1960,VEN,islmgen,0,1961-06-18
1960,VEN,budgen,0,1961-02-12
1960,VEN,zorogen,0,1961-03-04
1960,VEN,hindgen,0,1961-07-08
1960,VEN,sikhgen,0,1961-02-14
1960,VEN,shntgen,0,1961-07-09
1960,VEN,taogen,0,1961-01-10
1960,VEN,jaingen,0,1961-05-27
1965,VEN,chrstgen,8131460,1966-04-10
1965,VEN,judgen,0,1966-07-05
1965,VEN,islmgen,0,1966-05-18
1965,VEN,budgen,0,1966-02-05
1965,VEN,zorogen,0,1966-06-12
1965,VEN,hindgen,0,1966-10-15
1965,VEN,sikhgen,0,1966-05-28
1965,VEN,shntgen,0,1966-01-23
1965,VEN,taogen,0,1966-10-10
1965,VEN,jaingen,0,1966-03-24
1970,VEN,chrstgen,9845202,1971-05-17
1970,VEN,judgen,11000,1971-03-09
1970,VEN,islmgen,250,1971-09-17
1970,VEN,budgen,1000,1971-10-25
1970,VEN,zorogen,0,1971-01-16
1970,VEN,hindgen,0,1971-06-27
1970,VEN,sikhgen,0,1971-03-30
1970,VEN,shntgen,0,1971-08-10
1970,VEN,taogen,0,1971-08-06
1970,VEN,jaingen,0,1971-01-05
1975,VEN,chrstgen,11762314,1976-06-07
1975,VEN,judgen,7500,1976-12-29
1975,VEN,islmgen,125,1976-01-09
1975,VEN,budgen,833,1976-11-10
1975,VEN,zorogen,0,1976-09-28
1975,VEN,hindgen,0,1976-12-08
1975,VEN,sikhgen,0,1976-09-25
1975,VEN,shntgen,0,1976-12-27
1975,VEN,taogen,0,1976-03-11
1975,VEN,jaingen,0,1976-08-17
1980,VEN,chrstgen,13679426,1981-05-27
1980,VEN,judgen,4000,1981-11-18
1980,VEN,islmgen,0,1981-11-12
1980,VEN,budgen,666,1981-03-07
1980,VEN,zorogen,0,1981-07-08
1980,VEN,hindgen,0,1981-04-13
1980,VEN,sikhgen,0,1981-01-14
1980,VEN,shntgen,0,1981-02-20
1980,VEN,taogen,0,1981-05-13
1980,VEN,jaingen,0,1981-05-19
1985,VEN,chrstgen,16649719,1986-12-06
1985,VEN,judgen,0,1986-03-26
1985,VEN,islmgen,0,1986-04-24
1985,VEN,budgen,0,1986-02-04
1985,VEN,zorogen,0,1986-10-23
1985,VEN,hindgen,0,1986-06-16
1985,VEN,sikhgen,0,1986-12-28
1985,VEN,shntgen,0,1986-09-23
1985,VEN,taogen,0,1986-10-03
1985,VEN,jaingen,0,1986-02-07
1990,VEN,chrstgen,18614680,1991-02-20
1990,VEN,judgen,39000,1991-12-18
1990,VEN,islmgen,620,1991-08-01
1990,VEN,budgen,2370,1991-05-01
1990,VEN,zorogen,0,1991-03-31
1990,VEN,hindgen,0,1991-05-20
1990,VEN,sikhgen,0,1991-12-12
1990,VEN,shntgen,0,1991-05-17
1990,VEN,taogen,0,1991-08-16
1990,VEN,jaingen,0,1991-06-18
1995,VEN,chrstgen,20231080,1996-05-18
1995,VEN,judgen,0,1996-04-27
1995,VEN,islmgen,0,1996-01-27
1995,VEN,budgen,0,1996-12-03
1995,VEN,zorogen,0,1996-06-06
1995,VEN,hindgen,0,1996-07-25
1995,VEN,sikhgen,0,1996-06-29
1995,VEN,shntgen,0,1996-01-30
1995,VEN,taogen,0,1996-09-22
1995,VEN,jaingen,0,1996-01-31
2000,VEN,chrstgen,22762053,2001-02-02
2000,VEN,judgen,15804,2001-11-28
2000,VEN,islmgen,26506,2001-10-31
2000,VEN,budgen,9845,2001-03-01
2000,VEN,zorogen,0,2001-10-19
2000,VEN,hindgen,0,2001-02-02
2000,VEN,sikhgen,0,2001-04-27
2000,VEN,shntgen,0,2001-09-04
2000,VEN,taogen,0,2001-05-06
2000,VEN,jaingen,0,2001-06-09
2005,VEN,chrstgen,25077176,2006-11-09
2005,VEN,judgen,16159,2006-01-02
2005,VEN,islmgen,28185,2006-10-08
2005,VEN,budgen,11011,2006-04-05
2005,VEN,zorogen,0,2006-04-04
2005,VEN,hindgen,0,2006-07-14
2005,VEN,sikhgen,0,2006-10-26
2005,VEN,shntgen,0,2006-03-10
2005,VEN,taogen,0,2006-05-21
2005,VEN,jaingen,0,2006-01-13
2010,VEN,chrstgen,27392300,2011-03-06
2010,VEN,judgen,16515,2011-02-15
2010,VEN,islmgen,29864,2011-04-16
2010,VEN,budgen,12177,2011-04-09
2010,VEN,zorogen,0,2011-01-30
2010,VEN,hindgen,0,2011-01-22
2010,VEN,sikhgen,0,2011-05-31
2010,VEN,shntgen,0,2011-12-20
2010,VEN,taogen,0,2011-10-21
2010,VEN,jaingen,0,2011-04-30
1970,GUY,chrstgen,376491,1971-07-30
1970,GUY,judgen,49,1971-12-11
1970,GUY,islmgen,62747,1971-06-25
1970,GUY,budgen,1964,1971-08-14
1970,GUY,zorogen,0,1971-10-18
1970,GUY,hindgen,234580,1971-08-03
1970,GUY,sikhgen,0,1971-06-05
1970,GUY,shntgen,0,1971-10-27
1970,GUY,taogen,0,1971-06-27
1970,GUY,jaingen,0,1971-06-08
1975,GUY,chrstgen,419635,1976-11-05
1975,GUY,judgen,0,1976-04-05
1975,GUY,islmgen,70290,1976-09-19
1975,GUY,budgen,0,1976-04-25
1975,GUY,zorogen,0,1976-12-06
1975,GUY,hindgen,265540,1976-08-22
1975,GUY,sikhgen,0,1976-01-15
1975,GUY,shntgen,0,1976-11-29
1975,GUY,taogen,0,1976-08-20
